Generation,P0_meanFit,P0_varFit,relFitness,N,Patch_Number,S_OD,Unnamed: 0,cMperChrom,fit_MAC,fit_PAC,generalCommandsPath,generalOutputPath,migration_scenario,mu,nbChrom,nbGenerations,nbLoci,nbLoci_MAC,nbLoci_OD,nbLoci_PAC,nbPairsLoci_OD,nbReplicates,outputOptions,selectionOn,simulationSuperSetID
30,0.9832814270000007,0.00022468199999999976,0.9832814270000007,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
31,0.983498001,0.00022016499999999981,0.983498001,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
32,0.9837313510000012,0.00021593299999999986,0.9837313510000012,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
33,0.9839581989999988,0.00021162100000000003,0.9839581989999988,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
34,0.9841689970000002,0.0002067990000000002,0.9841689970000002,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
35,0.9843702280000003,0.00020386800000000012,0.9843702280000003,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
36,0.9845974890000003,0.00019986800000000015,0.9845974890000003,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
37,0.9847907039999997,0.00019629300000000003,0.9847907039999997,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
38,0.9849694219999992,0.0001934119999999998,0.9849694219999992,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
39,0.985162242000001,0.00018975400000000026,0.985162242000001,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
40,0.9853432629999997,0.0001868880000000001,0.9853432629999997,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
41,0.9855267510000006,0.00018426700000000003,0.9855267510000006,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
42,0.9857181490000013,0.00018113699999999986,0.9857181490000013,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
43,0.9859130930000005,0.0001784540000000001,0.9859130930000005,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
44,0.9860822399999993,0.00017540600000000018,0.9860822399999993,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
45,0.986280169,0.00017240499999999996,0.986280169,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
46,0.9864678020000004,0.00016932100000000033,0.9864678020000004,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
47,0.9866419660000003,0.00016727900000000013,0.9866419660000003,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
48,0.9868375029999994,0.00016429200000000005,0.9868375029999994,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
49,0.9869925899999993,0.00016207499999999978,0.9869925899999993,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
50,0.9871334419999992,0.00015976899999999985,0.9871334419999992,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
51,0.987295586,0.00015707599999999984,0.987295586,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
52,0.9874572680000004,0.00015500000000000016,0.9874572680000004,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
53,0.9876194239999985,0.00015267900000000035,0.9876194239999985,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
54,0.9877685930000003,0.00015092400000000006,0.9877685930000003,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
55,0.9879207110000009,0.00014832899999999991,0.9879207110000009,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
56,0.9880661709999994,0.00014615899999999976,0.9880661709999994,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
57,0.9882163840000002,0.00014417899999999998,0.9882163840000002,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
58,0.9883689920000002,0.00014219200000000002,0.9883689920000002,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
59,0.98850895,0.00014057199999999997,0.98850895,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
60,0.988618360000001,0.00013918300000000003,0.988618360000001,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
61,0.9887581539999991,0.00013722200000000024,0.9887581539999991,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
62,0.9888773919999998,0.00013550499999999988,0.9888773919999998,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
63,0.9890049429999987,0.00013349900000000009,0.9890049429999987,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
64,0.9891348610000001,0.00013187300000000004,0.9891348610000001,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
65,0.9892688899999998,0.000130152,0.9892688899999998,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
66,0.9893990040000002,0.00012831300000000004,0.9893990040000002,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
67,0.9895205220000002,0.00012693099999999994,0.9895205220000002,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
68,0.9896541379999999,0.000125224,0.9896541379999999,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
69,0.9897643989999982,0.0001239009999999999,0.9897643989999982,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
70,0.98988978,0.00012211700000000006,0.98988978,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
71,0.9900040189999998,0.00012047400000000013,0.9900040189999998,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
72,0.9900968250000003,0.0001191410000000002,0.9900968250000003,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
73,0.9902178709999988,0.00011767200000000012,0.9902178709999988,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
74,0.9903218540000004,0.00011630799999999992,0.9903218540000004,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
75,0.9904134250000006,0.00011479400000000011,0.9904134250000006,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
76,0.990544148,0.00011309099999999992,0.990544148,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
77,0.9906544110000008,0.00011166700000000001,0.9906544110000008,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
78,0.9907643599999996,0.00011023899999999985,0.9907643599999996,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
79,0.9908731799999982,0.00010886200000000002,0.9908731799999982,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
80,0.9909751469999988,0.00010777100000000006,0.9909751469999988,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
81,0.9910947740000005,0.00010623000000000009,0.9910947740000005,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
82,0.9911910029999994,0.00010509400000000005,0.9911910029999994,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
83,0.9913158589999985,0.00010342099999999996,0.9913158589999985,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
84,0.9914280560000006,0.00010194399999999994,0.9914280560000006,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
85,0.9915339060000007,0.00010093600000000002,0.9915339060000007,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
86,0.9916554999999999,9.954400000000005e-05,0.9916554999999999,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
87,0.9917453459999999,9.837500000000013e-05,0.9917453459999999,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
88,0.9918202490000002,9.740000000000001e-05,0.9918202490000002,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
89,0.9919267910000001,9.588799999999999e-05,0.9919267910000001,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
90,0.9920161180000006,9.489800000000012e-05,0.9920161180000006,1000,1,0.0125,7,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,40,0,40,0,20,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
